qt_l_click;qt_r_click;total_time_l_click;total_time_r_click;avg_time_l_click;avg_time_r_click;l_mov_count;r_mov_count;u_mov_count;d_mov_count;total_hor_dist;total_ver_dist;total_hor_time;total_ver_time;total_dist_l_mov;total_dist_r_mov;total_dist_u_mov;total_dist_d_mov;total_time_l_mov;total_time_r_mov;total_time_u_mov;total_time_d_mov;avg_time_l_mov;avg_time_r_mov;avg_time_u_mov;avg_time_d_mov;hor_speed;ver_speed;l_speed;r_speed;u_speed;d_speed;total_capture_time
0;0;0.00;0.00;0.00;0.00;6;1;1;3;238;1132;0.81;0.83;232;6;258;874;0.44;0.38;0.15;0.68;0.07;0.38;0.15;0.23;293.08;1369.29;531.35;15.98;1741.61;1288.01;1.29
